pdb_id,true_affinity,pred_mean,pred_std,residual_mean,mae_mean,ligand_size,pocket_size
3qc4,8.698969841003418,6.13634729385376,,-2.562622547149658,2.562622547149658,60,44
3qcf,5.602059841156006,6.0971879959106445,,0.4951281547546386,0.4951281547546386,25,20
3qch,5.481485843658447,6.317707538604736,,0.8362216949462891,0.8362216949462891,33,26
3qci,5.4202165603637695,6.601345539093018,,1.181128978729248,1.181128978729248,42,32
3qck,5.236571788787842,5.878756046295166,0.9503561372554141,0.6421842575073242,0.6720032691955566,28,22
3qcq,6.801342964172363,6.374748229980469,,-0.4265947341918945,0.4265947341918945,36,28
3qd0,8.500312805175781,8.057059288024902,,-0.4432535171508789,0.4432535171508789,60,35
3qdd,8.769551277160645,7.836778163909912,0.42298914340321336,-0.9327731132507324,0.9327731132507324,37,29
3qem,7.221848964691162,6.095497131347656,,-1.126351833343506,1.126351833343506,55,37
3qfy,6.12493896484375,5.587382793426514,,-0.5375561714172363,0.5375561714172363,24,25
3qfz,3.2441251277923584,5.8030924797058105,,2.558967351913452,2.558967351913452,25,24
3qg6,9.136676788330078,5.427058219909668,,-3.70961856842041,3.70961856842041,114,35
3qi1,7.657577514648437,7.6371564865112305,,-0.020421028137207,0.020421028137207,75,45
3qi3,3.7846269607543945,7.285935878753662,0.44874296931546437,3.5013089179992676,3.5013089179992676,36,25
3qio,6.84163761138916,7.370665550231934,,0.5290279388427734,0.5290279388427734,32,12
3qiz,5.214670181274414,6.620053291320801,,1.4053831100463867,1.4053831100463867,64,27
3qj9,7.0,8.54394245147705,,1.5439424514770508,1.5439424514770508,58,42
3qk0,8.698969841003418,8.409579277038574,,-0.2893905639648437,0.2893905639648437,45,31
3qk5,7.744727611541748,7.236531257629394,,-0.5081963539123535,0.5081963539123535,58,42
3qkd,8.376750946044922,5.919849872589111,0.16250071476902592,-2.4569010734558105,2.4569010734558105,105,39
3qkk,6.522878646850586,7.3005828857421875,,0.7777042388916016,0.7777042388916016,77,41
3ql9,6.301030158996582,5.443936824798584,,-0.857093334197998,0.857093334197998,180,41
3qlm,6.365522861480713,4.9799909591674805,,-1.3855319023132324,1.3855319023132324,49,23
3qpp,7.92081880569458,7.158010482788086,,-0.7628083229064941,0.7628083229064941,67,36
3qqk,4.823908805847168,5.841259479522705,,1.017350673675537,1.017350673675537,31,27
3qri,9.09691047668457,6.882519721984863,,-2.214390754699707,2.214390754699707,69,42
3qs5,4.707744121551514,6.550119400024414,,1.8423752784729004,1.8423752784729004,27,36
3qs6,4.892789840698242,6.061084270477295,,1.1682944297790527,1.1682944297790527,27,34
3qs8,4.744727611541748,5.825095176696777,,1.0803675651550293,1.0803675651550293,27,24
3qsb,5.08092212677002,6.512073040008545,,1.4311509132385254,1.4311509132385254,59,21
3qt6,5.3665313720703125,4.9090189933776855,,-0.4575123786926269,0.4575123786926269,29,32
3qt7,7.309803962707519,5.0929856300354,,-2.216818332672119,2.216818332672119,28,31
3qti,7.853871822357178,6.109574794769287,0.05437550372523887,-1.7442970275878906,1.7442970275878906,42,31
3qtq,5.508638381958008,5.91380786895752,,0.4051694869995117,0.4051694869995117,32,28
3qts,5.508638381958008,5.640430927276611,,0.1317925453186035,0.1317925453186035,38,31
3qtu,7.15490198135376,5.23192024230957,,-1.9229817390441892,1.9229817390441892,44,31
3que,8.823908805847168,7.593250751495361,,-1.2306580543518066,1.2306580543518066,52,39
3qup,6.32239294052124,6.714563369750977,,0.3921704292297363,0.3921704292297363,59,29
3qvu,3.548213481903076,4.30824089050293,,0.7600274085998535,0.7600274085998535,15,22
3qx8,2.863279342651367,5.269861936569214,0.6217776203905439,2.4065825939178467,2.4065825939178467,81,21
3qxc,5.7695512771606445,5.5619471073150635,1.1134013893072017,-0.20760416984558105,0.7872936725616455,43,22
3qxh,5.236571788787842,4.362958908081055,0.6697134228381062,-0.8736128807067871,0.8736128807067871,39,19
3qxm,7.481485843658447,5.931424617767334,,-1.5500612258911133,1.5500612258911133,36,33
3qxp,7.698969841003418,5.451764106750488,,-2.2472057342529297,2.2472057342529297,41,28
3qxt,5.221848964691162,6.202458381652832,,0.98060941696167,0.98060941696167,53,29
3qxv,8.397939682006836,6.157334327697754,,-2.240605354309082,2.240605354309082,53,30
3qyy,5.083019733428955,5.183594703674316,,0.1005749702453613,0.1005749702453613,70,32
3qzq,5.638272285461426,5.411009311676025,,-0.2272629737854004,0.2272629737854004,82,36
3r02,9.0,6.361688137054443,,-2.6383118629455566,2.6383118629455566,38,29
3r0h,5.92081880569458,5.686636924743652,,-0.2341818809509277,0.2341818809509277,155,20
3r0i,6.92081880569458,5.951439380645752,0.22021223181402064,-0.9693794250488281,0.9693794250488281,33,27
3r16,7.301030158996582,7.5807812213897705,0.2748301582454735,0.2797510623931884,0.2797510623931884,31,24
3r17,6.408935546875,6.860957622528076,,0.4520220756530761,0.4520220756530761,31,24
3r22,7.769551277160644,6.768256664276123,0.01350587331161897,-1.0012946128845215,1.0012946128845215,51,28
3r2a,6.12493896484375,3.832026481628418,,-2.292912483215332,2.292912483215332,28,25
3r2b,8.397939682006836,8.041860580444336,,-0.3560791015625,0.3560791015625,52,36
3r4m,5.92081880569458,6.681187152862549,,0.7603683471679688,0.7603683471679688,26,26
3r5j,6.958607196807861,7.014011859893799,,0.0554046630859375,0.0554046630859375,67,35
3r5m,4.340083599090576,6.510657628377278,0.7572317577736514,2.1705740292867026,2.1705740292867026,38,33
3r5n,5.777283668518066,6.149441242218018,,0.3721575736999511,0.3721575736999511,38,31
3r5t,8.576754570007324,7.18121337890625,,-1.3955411911010742,1.3955411911010742,96,36
3r6c,4.721246242523193,5.224218368530273,,0.5029721260070801,0.5029721260070801,35,29
3r6g,7.602059841156006,6.183920860290527,,-1.4181389808654783,1.4181389808654783,73,36
3r6t,5.863914012908936,7.829554080963135,,1.9656400680541992,1.9656400680541992,61,36
3r7n,6.148741722106934,5.622675895690918,,-0.5260658264160156,0.5260658264160156,57,36
3r7q,6.966576099395752,7.888702392578125,,0.922126293182373,0.922126293182373,38,31
3r88,4.823908805847168,4.821415901184082,,-0.0024929046630859,0.0024929046630859,24,22
3r93,6.508638381958008,6.811803817749023,,0.3031654357910156,0.3031654357910156,166,28
3r9d,4.148741722106934,5.372348308563232,,1.2236065864562988,1.2236065864562988,41,32
3r9n,5.853871822357178,6.713948965072632,0.19346044098597726,0.8600771427154541,0.8600771427154541,42,31
3rah,7.92081880569458,6.258552551269531,,-1.6622662544250488,1.6622662544250488,46,32
3ral,7.0,5.981698036193848,,-1.0183019638061523,1.0183019638061523,43,32
3rbq,6.267606258392334,5.410572528839111,,-0.8570337295532227,0.8570337295532227,107,62
3rbu,9.431797981262209,5.243144035339356,,-4.188653945922852,4.188653945922852,24,31
3re4,7.397940158843994,5.619260549545288,0.6901431804230949,-1.7786796092987063,1.7786796092987063,34,25
3rg2,4.200659275054932,6.320180416107178,,2.119521141052246,2.119521141052246,94,59
3rhk,6.261219501495361,6.656824588775635,,0.3956050872802734,0.3956050872802734,47,31
3rhx,6.07572078704834,6.348244667053223,,0.2725238800048828,0.2725238800048828,36,28
3ri1,5.301030158996582,7.8851728439331055,0.3424670835609682,2.5841426849365234,2.5841426849365234,36,30
3rj7,7.596879482269287,6.811701774597168,,-0.7851777076721191,0.7851777076721191,39,24
3rjc,5.2441253662109375,5.548379421234131,,0.3042540550231933,0.3042540550231933,34,28
3rk5,5.397940158843994,5.373743057250977,,-0.0241971015930175,0.0241971015930175,35,25
3rk9,6.28399658203125,6.134425640106201,,-0.1495709419250488,0.1495709419250488,32,26
3rkz,7.08092212677002,6.8697285652160645,,-0.211193561553955,0.211193561553955,76,37
3rl7,4.739928722381592,6.725651741027832,,1.98572301864624,1.98572301864624,111,26
3rlb,9.920818328857422,5.195547103881836,,-4.725271224975586,4.725271224975586,35,34
3rlp,7.07572078704834,6.800296306610107,,-0.2754244804382324,0.2754244804382324,29,26
3rlr,7.522878646850586,6.146400451660156,,-1.3764781951904297,1.3764781951904297,35,31
3rm8,6.15490198135376,7.040451049804688,,0.8855490684509277,0.8855490684509277,46,31
3rm9,4.7695512771606445,5.820477485656738,,1.0509262084960938,1.0509262084960938,32,22
3rmf,4.086185932159424,5.715628147125244,,1.6294422149658203,1.6294422149658203,45,30
3rni,5.173925399780273,5.42149829864502,,0.2475728988647461,0.2475728988647461,39,28
3ro0,4.496345520019531,7.195801258087158,,2.699455738067627,2.699455738067627,30,31
3rqf,4.408935546875,4.925122261047363,,0.5161867141723633,0.5161867141723633,189,21
3rqg,4.638272285461426,4.969890117645264,,0.3316178321838379,0.3316178321838379,188,29
3rsx,4.411168098449707,4.42197847366333,,0.010810375213623,0.010810375213623,26,21
3rt4,8.795880317687988,5.523609161376953,,-3.272271156311035,3.272271156311035,112,50
3rti,7.366531372070312,5.301401615142822,,-2.0651297569274902,2.0651297569274902,35,26
3rtm,4.415668964385986,6.1193952560424805,,1.703726291656494,1.703726291656494,48,26
3rul,6.853871822357178,3.8869705200195312,,-2.9669013023376465,2.9669013023376465,229,3
3rup,1.568636178970337,4.488970994949341,0.04741655327390845,2.920334815979004,2.920334815979004,39,30
3rv6,4.677780628204346,5.213357448577881,,0.5355768203735352,0.5355768203735352,32,34
3rvg,8.301030158996582,7.549144268035889,,-0.7518858909606934,0.7518858909606934,66,34
3rw9,5.958607196807861,5.072238445281982,,-0.8863687515258789,0.8863687515258789,42,38
3rwc,8.119186401367188,6.154404004414876,1.1149848716222013,-1.9647823969523113,1.9647823969523113,168,72
3rwd,8.004364967346191,5.4608540534973145,,-2.543510913848877,2.543510913848877,211,72
3rwe,7.366531372070312,5.453487396240234,,-1.913043975830078,1.913043975830078,167,61
