Filename,Original Path,New Path,Category,Phase,File Type,Status,Checksum
12_Official_Phase5.3_Certification.pdf,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\12_Official_Phase5.3_Certification.pdf,d:\ProtLigGnn\reports\Phase_5\12_Official_Phase5.3_Certification.pdf,Report,5.3,pdf,Migrated,923febecd447ca6c4edf8a68c2679660ebb00599ca833c83a745e8b1c9cba93e
12_Official_Phase5.4_Certification.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\12_Official_Phase5.4_Certification.md,d:\ProtLigGnn\reports\Phase_5\12_Official_Phase5.4_Certification.md,Report,5.4,md,Migrated,68d99d0838b89bd0940f4b6e468de210321cde0cb8763634fb37ccd7a10a9a86
12_Official_Phase5.4_Certification.pdf,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\12_Official_Phase5.4_Certification.pdf,d:\ProtLigGnn\reports\Phase_5\12_Official_Phase5.4_Certification.pdf,Report,5.4,pdf,Migrated,98433e59eae5cd2d23ac98744a35000251fe2dd433c7c2ea40c4ad806f0aa0d3
12_Official_Phase5.5_Certification.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\12_Official_Phase5.5_Certification.md,d:\ProtLigGnn\reports\Phase_5\12_Official_Phase5.5_Certification.md,Report,5.5,md,Migrated,347bcc918f097c7db85d070bc03b7836360c69265f141d5e73b0997750ae33d6
12_Official_Phase5.5_Certification.pdf,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\12_Official_Phase5.5_Certification.pdf,d:\ProtLigGnn\reports\Phase_5\12_Official_Phase5.5_Certification.pdf,Report,5.5,pdf,Migrated,d6534a188452eeb0218a293732f9ce3e220948156aaeb91c19685808cfd62854
ABLATION_STUDY.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ABLATION_STUDY.md,d:\ProtLigGnn\docs\Research_Notes\ABLATION_STUDY.md,Documentation,N/A,md,Migrated,73e5fd78d7627d2f5303296d17b2b7f94bee6bd44e7076a75a935d4e90d46e2d
ABLATION_STUDY.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ABLATION_STUDY.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\ABLATION_STUDY.md.metadata.json,Metrics,N/A,json,Migrated,877623892412241c5da82ab6d5df0d2c3f57900719ad4cd22f690f7186c5ae0e
ablation_study_multi_seed.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ablation_study_multi_seed.png,d:\ProtLigGnn\artifacts\Figures\ablation_study_multi_seed.png,Figure,N/A,png,Migrated,1a978391d5ad41bb9e3f5eaff4e365c788bb10fe1b5abc11706c373ff5193f86
ARCHITECTURE_AUDIT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ARCHITECTURE_AUDIT.md,d:\ProtLigGnn\docs\Research_Notes\ARCHITECTURE_AUDIT.md,Documentation,N/A,md,Migrated,3ca650d6bac07fe5b68da0309e11a965733b40e6d26faff11b8d3e5a2a9746f1
ARCHITECTURE_AUDIT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ARCHITECTURE_AUDIT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\ARCHITECTURE_AUDIT.md.metadata.json,Metrics,N/A,json,Migrated,355692a27bd7a0f56476a89ee3743ac9641c0b2cc24fcd31d292216c7b909ef8
attention_heads_multi_panel.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\attention_heads_multi_panel.png,d:\ProtLigGnn\artifacts\Figures\attention_heads_multi_panel.png,Figure,N/A,png,Migrated,326c1170901434b7a0ff87248fe0380f9f693f504aa57dfafa0e267564baaaa5
attention_heatmap.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\attention_heatmap.png,d:\ProtLigGnn\artifacts\Figures\attention_heatmap.png,Figure,N/A,png,Migrated,eaa9f76ce09f2debe5dc772ce304c90171cd6abc615f1ea6d5aecea032d4c4ea
attention_heatmap_best.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\attention_heatmap_best.png,d:\ProtLigGnn\artifacts\Figures\attention_heatmap_best.png,Figure,N/A,png,Migrated,f8a41dfe67665197fdb15fe103f13d5e1fa3f36b90694382d8293e24eca97598
attention_heatmap_median.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\attention_heatmap_median.png,d:\ProtLigGnn\artifacts\Figures\attention_heatmap_median.png,Figure,N/A,png,Migrated,623ff1065c1c630ca30ea165758967674fead298fd2dddc3bb1f237926f586ba
attention_heatmap_worst.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\attention_heatmap_worst.png,d:\ProtLigGnn\artifacts\Figures\attention_heatmap_worst.png,Figure,N/A,png,Migrated,15c345a292601ccb4db4e24254c44c5d8925c393b91d4a261987b19e96f67e3a
BASELINE_v1.1_CERTIFICATE.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\BASELINE_v1.1_CERTIFICATE.md,d:\ProtLigGnn\docs\Research_Notes\BASELINE_v1.1_CERTIFICATE.md,Documentation,N/A,md,Migrated,55d2565a0d14b60b44be47d54a2599337fea9b505893fe680181ea82d560d0cd
BASELINE_v1.1_CERTIFICATE.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\BASELINE_v1.1_CERTIFICATE.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\BASELINE_v1.1_CERTIFICATE.md.metadata.json,Metrics,N/A,json,Migrated,ea960c21e347d3d9adeddefd9f84fb304ea0a34e95010502ef999462530f2f01
benchmark_dashboard.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\benchmark_dashboard.md,d:\ProtLigGnn\docs\Research_Notes\benchmark_dashboard.md,Documentation,N/A,md,Migrated,db5bdff1bcb97e311c97132e9c8f67f17c83ad98bec4270ee101de9ea3170da9
benchmark_execution_strategy.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\benchmark_execution_strategy.md,d:\ProtLigGnn\docs\Research_Notes\benchmark_execution_strategy.md,Documentation,N/A,md,Migrated,6a8edb9ce3944509e7b07ebbd41914381422791c242dd0e187192a6c2dc17cce
benchmark_execution_strategy.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\benchmark_execution_strategy.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\benchmark_execution_strategy.md.metadata.json,Metrics,N/A,json,Migrated,58f12391f9a0a6e4abe1b3c7b4ce04c59a23fc4a5c460cafb14c79e7a906339b
BENCHMARK_STATUS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\BENCHMARK_STATUS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\BENCHMARK_STATUS_REPORT.md,Documentation,N/A,md,Migrated,24fd359b0e887fd3169bede88f8b60762195bdf95dc49a90bf91b03cb10e4474
BENCHMARK_STATUS_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\BENCHMARK_STATUS_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\BENCHMARK_STATUS_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,ab55e646898fd45be2f81647cf51e770fb285c98893b125cd02e360eb11fddd5
benchmark_versioning.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\benchmark_versioning.md,d:\ProtLigGnn\docs\Research_Notes\benchmark_versioning.md,Documentation,N/A,md,Migrated,5d7f9d432d176ea9ea087cf7d59d6621bfbe34b839a5aa0b39ac76a1f39bcbec
benchmark_versioning.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\benchmark_versioning.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\benchmark_versioning.md.metadata.json,Metrics,N/A,json,Migrated,9073d26f3eb3c0d3521b1bebc0b28f32bd2c6a4250365c974a881e3652f90752
calibration_curve.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\calibration_curve.png,d:\ProtLigGnn\artifacts\Figures\calibration_curve.png,Figure,N/A,png,Migrated,3fc6652827bf78eca0d82bf33f937db69b66e9a41f3211732d02ca1e3dbfa7b0
computational_profile.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\computational_profile.json,d:\ProtLigGnn\artifacts\Metrics\computational_profile.json,Metrics,N/A,json,Migrated,88cb17f94130f79ced9db32e627d9cb785462b9b854ac6f13db2317a0e5043bb
document_1_model_catalogue.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_1_model_catalogue.md,d:\ProtLigGnn\docs\Research_Notes\document_1_model_catalogue.md,Documentation,N/A,md,Migrated,e61ee1d735edc054fd16fb8f519564357ada99518b4a6f56095f8e1d90fae893
document_1_model_catalogue.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_1_model_catalogue.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\document_1_model_catalogue.md.metadata.json,Metrics,N/A,json,Migrated,0031cc58d849a4d7144d86a68e9b3961ef607d8a78013d0e5d0bb938f3d23929
document_2_experimental_results.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_2_experimental_results.md,d:\ProtLigGnn\docs\Research_Notes\document_2_experimental_results.md,Documentation,N/A,md,Migrated,d97f24c0750452767ba1813699d8e28b7263dee29a24ad7bec30333d695ab031
document_2_experimental_results.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_2_experimental_results.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\document_2_experimental_results.md.metadata.json,Metrics,N/A,json,Migrated,ef30c3fb8566ab17a1b7414284506d54d75a61bc101bfdd888b785a4393be4bd
document_3_theory_textbook.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_3_theory_textbook.md,d:\ProtLigGnn\docs\Research_Notes\document_3_theory_textbook.md,Documentation,N/A,md,Migrated,2f5ab8a373b8e3e60ba2bc6febea80eeb3bbb873c89a820bac8ec65e5a01a4d7
document_3_theory_textbook.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_3_theory_textbook.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\document_3_theory_textbook.md.metadata.json,Metrics,N/A,json,Migrated,3da154e49c704047e2a4b682a58e9cc58ede03fb249bc398e1bfd66e2273ab56
document_4_system_architecture.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_4_system_architecture.md,d:\ProtLigGnn\docs\Research_Notes\document_4_system_architecture.md,Documentation,N/A,md,Migrated,9a2505d1b48d25c23ce73e8a72e7ab394075f6597b804b0d68b95c130a319804
document_4_system_architecture.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_4_system_architecture.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\document_4_system_architecture.md.metadata.json,Metrics,N/A,json,Migrated,bcf7efdb3ec9fcb2ae227ca77d4300c98562571705878138f45912aad9de14a6
document_5_sota_comparison.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_5_sota_comparison.md,d:\ProtLigGnn\docs\Research_Notes\document_5_sota_comparison.md,Documentation,N/A,md,Migrated,1519a5d9a69ebd687222f5451604ac469e5a9e0f920afe0e7c3e5e8daeb0eb03
document_5_sota_comparison.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\document_5_sota_comparison.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\document_5_sota_comparison.md.metadata.json,Metrics,N/A,json,Migrated,049f4bb24529b9bb9088fb2fff8db88e21a8d2865d7bb6e035b5a49975c76be5
ENVIRONMENT_MIGRATION_PLAN.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ENVIRONMENT_MIGRATION_PLAN.md,d:\ProtLigGnn\docs\Research_Notes\ENVIRONMENT_MIGRATION_PLAN.md,Documentation,N/A,md,Migrated,f92a6184aeef2042bd957a3ca39995fb6ae80d1f2c0383e2a54493bd31e634b4
ENVIRONMENT_MIGRATION_PLAN.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ENVIRONMENT_MIGRATION_PLAN.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\ENVIRONMENT_MIGRATION_PLAN.md.metadata.json,Metrics,N/A,json,Migrated,e35cf895c4282275e8baaabeffb5abc1e8072fbc19dfc044f3c69422d688c9bc
environment_validation.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\environment_validation.md,d:\ProtLigGnn\docs\Research_Notes\environment_validation.md,Documentation,N/A,md,Migrated,5a162572655031befe475abcb468224b7e696aec5f80072afba41249ed877adb
environment_validation.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\environment_validation.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\environment_validation.md.metadata.json,Metrics,N/A,json,Migrated,3364d3dd0a747f9dae81634b887662c862fa1c68edd0ccc8f73b678845978ed8
ENVIRONMENT_VALIDATION_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ENVIRONMENT_VALIDATION_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\ENVIRONMENT_VALIDATION_REPORT.md,Documentation,N/A,md,Migrated,b7471fbd31eec61478483a6206c41839ceb4c5d02e5145dda3a36fa6920b7311
ENVIRONMENT_VALIDATION_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ENVIRONMENT_VALIDATION_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\ENVIRONMENT_VALIDATION_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,aa799fc64a3d6a089fc397053166aae417ab803f8e443d3cb145c8840b964890
error_analysis_affinity.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_analysis_affinity.png,d:\ProtLigGnn\artifacts\Figures\error_analysis_affinity.png,Figure,N/A,png,Migrated,657d89978aeb645934df43abde2dcbf995571b17ddaebae791ab0aa1f9a6bcc0
error_analysis_data.csv,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_analysis_data.csv,d:\ProtLigGnn\artifacts\Metrics\error_analysis_data.csv,Metrics,N/A,csv,Migrated,0b48db56ad508aa67b8617604d1250dabc34d250083f63942d6beff26973c33a
error_analysis_data_aggregated.csv,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_analysis_data_aggregated.csv,d:\ProtLigGnn\artifacts\Metrics\error_analysis_data_aggregated.csv,Metrics,N/A,csv,Migrated,7a19a57cb4266445fc9717e08bd268bb348833a578d90d2dfadf55ca377e30aa
error_analysis_quad_panel.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_analysis_quad_panel.png,d:\ProtLigGnn\artifacts\Figures\error_analysis_quad_panel.png,Figure,N/A,png,Migrated,faab907b8d105e9c1ab93efa8f37640ccca7839d4b8c0fe802366a3342ab68b0
ERROR_ANALYSIS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ERROR_ANALYSIS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\ERROR_ANALYSIS_REPORT.md,Documentation,N/A,md,Migrated,1bb7f126f9fcde64b216f96f2d2db6b3c6fb66885d8ca90b731d8832d8601078
ERROR_ANALYSIS_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\ERROR_ANALYSIS_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\ERROR_ANALYSIS_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,1d8f42190920180074ca201106c93e17c0386111662ff6c162f57316864435cd
error_analysis_sizes.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_analysis_sizes.png,d:\ProtLigGnn\artifacts\Figures\error_analysis_sizes.png,Figure,N/A,png,Migrated,104ed25365e71cb95b92ee3462e99319715a344a9c3310c6ac1ec366c221c30e
error_analysis_stats.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_analysis_stats.json,d:\ProtLigGnn\artifacts\Metrics\error_analysis_stats.json,Metrics,N/A,json,Migrated,fc80443f9044a21dc59eb537e2a4628dbbaac4c0becd966d5a97cfb842cd7b96
error_histogram.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\error_histogram.png,d:\ProtLigGnn\artifacts\Figures\error_histogram.png,Figure,N/A,png,Migrated,9beb82edc3f396595b15bb306ea948d45bc48cba66cf31b5ba9ddb2d28adb3d1
execution_plan.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\execution_plan.md,d:\ProtLigGnn\docs\Research_Notes\execution_plan.md,Documentation,N/A,md,Migrated,4f7e6016a4208f89dc3df6fa7a83c44a6acd1cc6d196f107f13d25c50eecb51d
execution_plan.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\execution_plan.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\execution_plan.md.metadata.json,Metrics,N/A,json,Migrated,fb4ee0ca2d5dc74a2a3eadc6bf76b33518e29065458a656a0833d14cbc7a6ae9
FINAL_PHASE2_SCIENTIFIC_AUDIT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\FINAL_PHASE2_SCIENTIFIC_AUDIT.md,d:\ProtLigGnn\docs\Research_Notes\FINAL_PHASE2_SCIENTIFIC_AUDIT.md,Documentation,N/A,md,Migrated,95b9396037a30051325cf728e921562f785691a189a81d07707b6b00ec723e54
FINAL_PHASE2_SCIENTIFIC_AUDIT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\FINAL_PHASE2_SCIENTIFIC_AUDIT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\FINAL_PHASE2_SCIENTIFIC_AUDIT.md.metadata.json,Metrics,N/A,json,Migrated,f9d32a332fc18961471ed3a8c5be672c2c7f00431ebcf12a4b491cdab291da28
hardware_audit.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\hardware_audit.md,d:\ProtLigGnn\docs\Research_Notes\hardware_audit.md,Documentation,N/A,md,Migrated,5c165ec22a8429c8037612ad2577482c8d48dc6a5a8df0269012a85d3e10d563
hardware_audit.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\hardware_audit.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\hardware_audit.md.metadata.json,Metrics,N/A,json,Migrated,a7efa007ccf1d918ec5f74a22cf8930144444d5592e9ca4c39dfd91a6a107a36
hardware_report.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\hardware_report.md,d:\ProtLigGnn\docs\Research_Notes\hardware_report.md,Documentation,N/A,md,Migrated,74bd55b463199db2906b138cd7780e8842731988171c1985d7a701f374c43e0a
hardware_report.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\hardware_report.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\hardware_report.md.metadata.json,Metrics,N/A,json,Migrated,4baa2af5799bb9b4693cd208d8940574e70f1bdf5f80b73ace913663222b277b
hpo_results.csv,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\hpo_results.csv,d:\ProtLigGnn\artifacts\Metrics\hpo_results.csv,Metrics,N/A,csv,Migrated,ff077f1dcaeb0d1e243140d7828a02469bd1cf60269fb3630e37bdea8029ee1f
HYPERPARAMETER_STUDY.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\HYPERPARAMETER_STUDY.md,d:\ProtLigGnn\docs\Research_Notes\HYPERPARAMETER_STUDY.md,Documentation,N/A,md,Migrated,dd647c2938afe015a2a3ecd31189cfeb96ae54d0b1fff941fbc4849fa0625309
HYPERPARAMETER_STUDY.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\HYPERPARAMETER_STUDY.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\HYPERPARAMETER_STUDY.md.metadata.json,Metrics,N/A,json,Migrated,2bad6e9b4fb3814ea8074759cfc4c333065ce2031b918a8310d77b47c09acfdb
implementation_plan.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\implementation_plan.md,d:\ProtLigGnn\docs\Research_Notes\implementation_plan.md,Documentation,N/A,md,Migrated,1852c2ad2ca049744eabf401d579d8329cfa3b2dfdf7f9ae2dc53d33035a3602
implementation_plan.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\implementation_plan.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\implementation_plan.md.metadata.json,Metrics,N/A,json,Migrated,1b1949d8e0d8f4260f0d73df1f4fce5d09e812484ef1ad996806289dca528ee4
interpretability_stats.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\interpretability_stats.json,d:\ProtLigGnn\artifacts\Metrics\interpretability_stats.json,Metrics,N/A,json,Migrated,3a2b9f38f8611e621422aad839bdffe44e3cd41919cadaa0f24976b4a76fc086
learning_curves_bands.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\learning_curves_bands.png,d:\ProtLigGnn\artifacts\Figures\learning_curves_bands.png,Figure,N/A,png,Migrated,c7c928a346472e53af351d66310f137afc08124f67787364c6c50917af62774e
learning_dynamics_gap.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\learning_dynamics_gap.png,d:\ProtLigGnn\artifacts\Figures\learning_dynamics_gap.png,Figure,N/A,png,Migrated,5d7ebb0917818e37f83d5fd06c82c0ea823d202c91d3947feefbab4d5e9dcdbf
LEARNING_DYNAMICS_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\LEARNING_DYNAMICS_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\LEARNING_DYNAMICS_REPORT.md,Documentation,N/A,md,Migrated,7c807129945b2b50ca5cfd34196464fffa18b2e10952783367e99b09060a614f
LEARNING_DYNAMICS_REPORT.md.metadata.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\LEARNING_DYNAMICS_REPORT.md.metadata.json,d:\ProtLigGnn\artifacts\Metrics\LEARNING_DYNAMICS_REPORT.md.metadata.json,Metrics,N/A,json,Migrated,453d151db353e59c7c91646158ea7212143dadea50f5b10b36a3959f11a8995c
learning_dynamics_rmse.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\learning_dynamics_rmse.png,d:\ProtLigGnn\artifacts\Figures\learning_dynamics_rmse.png,Figure,N/A,png,Migrated,fdf55bc363572f21a904bb6e63591e8ad36219cc6e5aa702a5066bed705d8dbb
learning_dynamics_stats.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\learning_dynamics_stats.json,d:\ProtLigGnn\artifacts\Metrics\learning_dynamics_stats.json,Metrics,N/A,json,Migrated,200df1bb1f84c9fcdb0efd0852bc50eec9200dfa1e0a0ff28eead15227b52730
LigProtGNN-X_Final_Review_Presentation.pptx,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\LigProtGNN-X_Final_Review_Presentation.pptx,d:\ProtLigGnn\artifacts\Exports\LigProtGNN-X_Final_Review_Presentation.pptx,Presentation,N/A,pptx,Migrated,a52ea06f4ba46f3222241ff756398dee2ae8069e7ed9a8499eaeb8f948b41bfd
Loss_Curve.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\Loss_Curve.png,d:\ProtLigGnn\artifacts\Figures\Loss_Curve.png,Figure,N/A,png,Migrated,72d3d277255bf81a08747b312696443d159d83d6e26ed11e38b7ff3988adb8aa
MAE_Comparison.png,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\MAE_Comparison.png,d:\ProtLigGnn\artifacts\Figures\MAE_Comparison.png,Figure,N/A,png,Migrated,f8950e5c2d88b31fffaa654e49fb916a9e9d42a0a337c8132723ec9e83c1b201
model_capacity.json,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\model_capacity.json,d:\ProtLigGnn\artifacts\Metrics\model_capacity.json,Metrics,N/A,json,Migrated,653d82b809bf1185b341d79feb84c0b2eb72686a482fbcc477e0cbf24b6da8cf
MODEL_CAPACITY_REPORT.md,C:\Users\Harshhhh\.gemini\antigravity\brain\03c21182-9e56-4764-a6fd-83660d6d0fc1\MODEL_CAPACITY_REPORT.md,d:\ProtLigGnn\docs\Research_Notes\MODEL_CAPACITY_REPORT.md,Documentation,N/A,md,Migrated,40c9a9cbea5f62b2893d4756acf7b7c31b762aa1b972ee6238b5f4573e472533
